school_id,teach_id,child_id,lit_pretest,math_pretest,lit_posttest,math_posttest,ses,female,black,hisp,asian,nohsdip,ba,maprofdeg,nonenghome,pct_frpl,private,fullday
0645,0645T01,0645016C,79.68,37.76,86.35,45.84,-0.38,1,1,0,0,0,0,0,0,67.84,0,1
1111,1111T04,1111013C,29.34,22.01,39.55,27.31,0.05,1,0,1,0,0,0,0,0,,0,0
1119,1119T01,1119018C,36.65,32.14,53.58,36.79,0.59,1,0,0,0,0,1,0,0,,1,0
1189,1189T01,1189005C,37.54,27.18,53.31,33.9,0.57,0,1,0,0,0,1,0,0,,1,1
0117,0117T02,0117004C,37.22,32.83,44.32,33.56,0.24,0,0,1,0,0,0,0,0,,0,1
0991,0991T01,0991008C,58.37,47.5,80.73,55.88,-0.09,0,0,0,0,0,0,0,0,0,1,1
0939,0939T03,0939022C,26.1,17.13,45.27,38.77,-0.66,0,0,1,0,0,0,0,0,73.51,0,1
3071,3071T01,3071017C,36,41.27,47.09,46.74,-0.39,1,0,0,0,0,0,0,0,25.1,0,0
3037,3037T01,3037012C,46.05,44.48,65.7,51.11,0.48,0,0,0,0,0,1,0,0,,0,1
0550,0550T03,0550017C,31.97,21.23,40,21.26,-4.18,1,1,0,0,0,0,0,0,,0,1
3025,3025T03,3025015C,27.81,18.86,40.65,41.39,-0.53,0,0,0,0,0,0,0,0,,0,1
0950,0950T01,0950016C,77.7,41.74,99.18,51.23,0.31,0,0,1,0,0,0,0,0,,0,0
0797,0797T03,0797012C,27.94,21.99,46.71,48.83,-0.36,1,0,0,0,0,0,0,0,46.28,0,1
1181,1181T04,1181018C,37.67,26.12,49.76,37.52,0.59,1,0,0,0,0,1,0,0,,0,0
1221,1221T09,1221023C,34.24,27.14,55.4,33.64,0.2,1,0,0,0,0,0,0,0,,0,0
0383,0383T01,0383023C,23.12,18.32,33.91,33.8,-1.82,0,0,1,0,0,1,0,1,15.63,0,0
3026,3026T04,3026018C,34.32,23.19,42.75,46.92,-0.48,1,0,0,0,0,0,0,0,60,0,1
1208,1208T03,1208025C,,14.39,31.83,22.99,-1.06,0,0,1,0,1,0,0,1,47.69,0,0
0049,0049T05,0049009C,,,26.73,12.96,,0,0,1,0,,,,,,0,0
0458,0458T01,0458013C,34.03,19.65,44.66,31.27,0.05,1,0,0,0,0,0,0,0,,0,0
0147,0147T01,0147016C,25.66,15.69,37.72,23.99,0.53,0,0,0,0,0,0,0,0,,0,1
0953,0953T01,0953025C,,19.21,32.58397,24.5,0.53,0,0,1,0,0,0,1,1,73.48,1,1
0154,0154T01,0154018C,41.55,39.21,40.3,48.2,-0.11,1,0,0,0,0,0,0,0,,0,0
1111,1111T01,1111003C,48.19,39.32,58.44,59.99,0.77,1,0,1,0,0,1,0,0,,0,0
1114,1114T04,1114004C,,,33.26,24.85,-0.93,1,0,0,1,1,0,0,1,,0,0
1091,1091T02,1091013C,30.79,17.94,34.18,19.46,0,0,0,0,0,0,1,0,0,0,1,0
0077,0077T02,0077024C,37.46,25.9,59.93,36.63,0.31,0,0,0,0,0,1,0,0,,1,1
3050,3050T02,3050015C,23.62,12.66,32.08,22.17,-0.3,0,1,0,0,0,0,0,0,,0,0
1029,1029T03,1029010C,28.44,13.91,40.34,29.59,-0.5,1,0,1,0,0,0,0,1,,0,0
0512,0512T05,0512021C,34.26,32.88,42.56,32.62,-0.91,0,0,1,0,1,0,0,0,20.13,0,0
1017,1017T01,1017009C,27.76,20.95,38.95,34.5,-0.87,0,0,1,0,1,0,0,0,,0,1
2115,2115T01,2115002C,33.92,26.16,48.94,41.11,-0.52,1,0,0,0,0,0,0,0,.51,0,0
0876,0876T03,0876014C,28.36,28.29,36.94,34.38,-0.29,1,0,0,0,0,0,0,0,,0,0
0202,0202T01,0202004C,28.94,26.04,37.43,30.71,2.53,0,0,0,0,0,0,1,0,,1,0
1236,1236T01,1236014C,26.83,25.08,45.11,30.97,0.1,1,0,0,0,0,0,0,0,,0,0
0635,0635T03,0635009C,53.76,32.37,65.2,51.77,0.91,1,0,0,0,0,0,1,0,2.03,0,1
0869,0869T02,0869024C,,,42.21068,43.30571,-0.55,0,0,0,0,0,0,0,1,20.16,0,0
0799,0799T03,0799010C,25.98,20.32,35.29,33.51,-3.07,0,0,0,0,1,0,0,0,56.46,0,1
0808,0808T06,0808013C,26.12,13.02,27.33,22.9,-2.66,0,1,0,0,1,0,0,0,13.45,0,1
0284,0284T01,0284001C,25.7,16.65,33.12,30.52,0.62,0,0,0,0,0,0,1,0,14.78,0,0
0839,0839T01,0839016C,58.17,37.58,104.42,54.98,0.41,1,0,0,0,0,0,1,0,,0,1
0975,0975T02,0975020C,25.18,14.97,32.09,30.63,0.84,0,0,0,0,0,1,0,0,,0,
1117,1117T01,1117013C,39.06,28.05,51.71,36.24,-0.13,1,1,0,0,0,0,0,0,,1,
0436,0436T01,0436015C,34.69,26.78,40.69,35.7,0.91,1,0,0,0,0,1,0,0,,0,1
0345,0345T03,0345025C,35.07,26.91,42.65,37.86,1.81,0,0,0,0,0,0,1,0,2.83,0,0
0357,0357T02,0357002C,,,44.27,37.58,-1.1,1,0,0,1,1,0,0,,38.86,0,1
0951,0951T05,0951002C,,,33.77,25.46,-0.6,0,0,1,0,0,0,0,,71.88,0,0
0136,0136T02,0136011C,35.41,20.47,43.26,32.12,0.2,1,0,0,0,0,0,0,0,19.83,0,0
1052,1052T03,1052013C,43.7,31.89,43.77,43,0.59,1,0,0,0,0,1,0,0,23.9,0,0
0339,0339T01,0339008C,44.19,46.65,71.49,49.01,0.91,0,1,0,0,0,1,0,0,42.25,1,
1210,1210T04,1210015C,26.56,20.22,38.79,22.69,-0.47,1,0,1,0,0,0,0,0,,0,0
0489,0489T04,0489013C,38.26,30.49,49.54,44.2,0.6,1,0,0,0,0,0,0,0,20.43,0,1
0202,0202T01,0202014C,34.74,30.41,59.77,41.78,1.34,1,0,0,0,0,0,1,0,,1,0
0593,0593T01,0593016C,42.65,28.86,51.81,36.65,0,0,0,0,0,0,1,0,0,28.11,0,1
0029,0029T05,0029007C,27.36,20.39,36.06,26.58,-0.05,0,0,0,0,0,1,0,0,21.48,0,0
2078,2078T01,2078005C,33.37,22.05,43.68,28.26,0.39,0,0,0,0,0,0,0,0,30.93,0,0
1220,1220T01,1220005C,26.29,18.77,40.09,24.31,-0.2,0,0,1,0,0,0,0,1,0,1,1
0880,0880T03,0880021C,28.14,21.04,40.04,27.25,-0.3,1,1,0,0,0,0,0,0,,0,1
0504,0504T01,0504001C,,,51.14776,41.1393,-0.78,1,0,0,1,0,0,0,1,,0,
3053,3053T02,3053023C,28.9,17.24,33.36,31.57,0.05,0,0,0,0,0,1,0,0,44.19,0,1
0195,0195T01,0195013C,30.14,20.6,39.38,35.48,-0.14,0,1,0,0,0,0,0,0,,0,1
1117,1117T01,1117015C,,,19.6089,36.45273,0.3,0,1,0,0,0,1,0,,,1,
0384,0384T05,0384020C,,14.89,35.8743,24.77,,1,0,1,0,,,,1,65.48,0,1
0395,0395T02,0395012C,46.56,31.41,53.57,56.64,0.86,1,0,0,0,0,1,0,0,5.9,0,0
1115,1115T01,1115002C,45.92,38.21,51.82,40.28,,0,1,0,0,,,,0,,1,1
3030,3030T01,3030009C,45.03,34.42,79.05,49.96,2.2,1,0,0,0,0,0,1,0,25.68,0,0
0132,0132T02,0132012C,42.25,37.9,54.39,41.92,2.46,0,0,0,0,0,0,1,0,2.57,0,0
0830,0830T02,0830010C,52.28,41.67,67.07,52.18,1.21,1,0,0,0,0,0,1,0,5.67,1,1
0273,0273T01,0273002C,36.02,27.63,43.66,31.62,-0.16,0,0,0,0,0,0,0,0,8.12,0,0
0487,0487T06,0487006C,24.3,15.75,44.55,30.15,-0.24,1,0,0,0,0,1,0,0,,0,1
0403,0403T01,0403013C,59.45,37.44,46.2,34.97,-0.69,0,0,0,0,0,0,0,0,,0,0
0762,0762T01,0762010C,36.15,17.88,40.83,24.65,-0.91,1,1,0,0,1,0,0,0,69.64,0,1
3009,3009T03,3009021C,33.88,24.83,38.24,36.21,-0.79,0,0,0,0,0,0,0,0,,0,
0052,0052T01,0052010C,54.09,39.32,68.1,53.38,1.12,1,0,0,0,0,0,1,0,11.23,1,1
0103,0103T03,0103022C,33.43,22.36,38.28,35.49,-0.71,1,1,0,0,0,0,0,0,,0,1
0475,0475T01,0475016C,43.43,32.98,45.32,42.23,-0.2,0,0,0,0,0,1,0,0,2.42,1,0
0149,0149T07,0149021C,28.76,21.09,37.96,28.61,0.48,1,0,0,0,0,0,0,0,,1,1
1205,1205T01,1205003C,24.38,15.56,28.44,21.2,-0.86,1,0,1,0,0,0,0,0,,0,0
1163,1163T01,1163009C,,,53.15628,51.17543,0.63,0,0,0,1,0,1,0,1,,1,1
0078,0078T04,0078024C,43.93,29.41,54.4,51.95,1.41,1,0,0,0,0,0,1,0,,0,0
0025,0025T01,0025002C,23.35,19.63,50.99,30.21,-0.74,0,0,0,0,0,0,0,0,,0,0
0465,0465T01,0465014C,26.69,19.69,41.68,34.72,-0.08,1,0,0,0,0,0,0,0,34.29,0,1
1082,1082T01,1082010C,40.33,21.38,50.87,48.74,0.93,0,0,0,0,0,1,0,0,4.63,0,0
0649,0649T03,0649021C,46.01,30,65.1,47.34,0.17,0,1,0,0,0,0,0,0,66.03,0,1
0779,0779T02,0779011C,33.76,22.23,37.41,33.24,-0.07,1,0,0,0,0,0,0,0,,0,1
0643,0643T02,0643010C,34.51,31.59,47.87,50.44,1.25,0,0,0,0,0,0,1,0,,1,1
1256,1256T03,1256009C,33.03,20.82,45.18,39.06,0.53,1,0,0,0,0,0,1,0,,0,0
0190,0190T01,0190024C,29.59,21.93,33.1,29.09,-0.69,0,0,0,0,0,0,0,0,24.33,0,0
0057,0057T01,0057002C,35.83,28.3,39.08,38.12,1.18,0,0,0,0,0,1,0,0,,0,0
1004,1004T01,1004019C,31.51,29.36,55.06,55.67,0.55,1,0,0,0,0,1,0,1,,0,0
0227,0227T01,0227024C,39.1,22.51,40.17,32.58,-0.43,0,0,0,0,0,0,0,0,23.76,0,0
0659,0659T02,0659011C,28.11,23.29,43.74,31.57,-0.97,1,0,1,0,1,0,0,1,11.41,0,1
3005,3005T02,3005018C,51.99,35.13,56.97,45.49,0.62,0,0,0,0,0,1,0,0,1.25,0,0
1182,1182T03,1182018C,27.43,18.16,37.92,36.66,-0.33,0,0,1,0,0,0,0,0,28.11,0,0
0431,0431T02,0431005C,51.91,36,65.99,45.73,-0.45,1,0,0,0,0,0,0,0,11.32,0,1
2095,2095T01,2095011C,34.29,26.85,42.17,29.64,0.9,1,0,0,0,0,0,1,0,,1,1
1245,1245T02,1245015C,36.29,23.35,45.73,35.76,0.13,1,0,1,0,0,0,0,0,5.45,0,0
0007,0007T01,0007005C,48.74,22.73,79.14,43.68,0.09,0,0,0,0,0,0,1,0,2.11,1,0
1218,1218T08,1218003C,,19.26,29.06,25.01,-1.12,0,0,1,0,1,0,0,1,,0,
0114,0114T03,0114017C,24.31,18.33,30.58,28.78,,0,0,1,0,,,,0,,0,
1251,1251T01,1251005C,36.01,24.79,45.88,33.1,-0.31,0,0,0,0,0,0,0,0,,0,0
0360,0360T01,0360001C,,,51.33506,52.63731,-0.75,1,0,0,1,0,0,0,1,13.61,0,1
1228,1228T02,1228006C,37.83,24.92,41.28,32.03,0.88,1,0,0,1,0,0,1,0,11.44,0,0
0255,0255T05,0255017C,28.53,21.79,43.4,33.71,,1,0,1,0,,,,1,,0,1
0445,0445T07,0445007C,45.48,30.72,47.59,39.45,0.87,1,0,0,0,0,1,0,0,,0,0
3024,3024T06,3024022C,29.36,18.93,42.62,30.49,-0.41,1,0,0,0,0,0,0,0,33.79,0,1
1083,1083T05,1083007C,,,66.49,34.61,0.53,0,0,0,1,0,1,0,1,19.35,0,0
2119,2119T01,2119012C,26.72,26.26,49.22,35.72,1.52,0,0,0,0,0,0,1,0,32.99,0,1
0306,0306T01,0306005C,26.17,16.43,39.29,29.39,0.57,0,0,0,0,0,1,0,0,2.86,1,1
1041,1041T05,1041001C,23.05,17.91,39.74,23.12,-0.87,0,0,1,0,1,0,0,0,89.37,0,1
0776,0776T05,0776023C,35.69,19.91,46.16,30.14,-0.87,1,0,0,0,1,0,0,0,,0,1
3114,3114T03,3114005C,32.35,19.88,41.28,27.89,-0.09,1,1,0,0,0,0,0,0,42.98,0,0
0171,0171T01,0171006C,32.07,21.96,43.13,29.67,0.07,1,1,0,0,0,0,0,0,46.94,0,1
1002,1002T02,1002022C,29.5,18.46,39.66,34.25,0.27,1,0,0,0,0,0,0,0,,0,0
0907,0907T03,0907012C,37.87,28.89,51.5,44.19,0.14,0,0,0,0,0,0,0,0,37.28,0,1
0467,0467T03,0467016C,27.48,23.18,37.45,39.45,-0.16,0,0,0,0,0,0,0,0,28.82,0,1
0867,0867T02,0867002C,26.24,18.58,32.91,25.37,-0.15,0,0,0,1,0,0,0,1,52.32,0,1
1208,1208T02,1208001C,27.72,18.97,37.92,28.16,-0.62,1,0,0,1,0,0,0,0,47.69,0,0
0167,0167T01,0167006C,26.89,17.41,36.98,18.51,0.14,1,0,0,0,0,0,0,0,,0,1
0837,0837T01,0837013C,27.75,17.33,35.11,27.38,0.11,0,1,0,0,0,0,0,0,89.02,0,1
1133,1133T01,1133018C,74.12,56.21,103.25,97.31,-0.22,1,0,0,0,0,0,0,0,8.99,0,0
0494,0494T01,0494021C,27.03,17.1,40.2,29.35,-0.6,0,0,0,0,0,0,0,0,39.64,0,1
0380,0380T01,0380011C,41.25,26.95,68.13,36.47,0.1,0,0,0,1,0,0,0,0,19.34,0,0
0037,0037T02,0037006C,29.58,15.33,40.79,24.36,-0.94,1,1,0,0,0,0,0,0,,0,1
1167,1167T02,1167004C,26.59,20.35,37.66,26.29,-0.62,0,0,1,0,0,0,0,1,93,0,0
1160,1160T04,1160006C,31.29,20.48,42.03,26.86,0.11,0,0,0,0,0,0,0,0,,0,0
0893,0893T02,0893003C,38.35,26.25,59.88,39.06,-0.07,0,1,0,0,0,1,0,0,,0,1
0086,0086T03,0086013C,39.28,26.05,47.89,28.97,1.09,1,0,0,0,0,1,0,0,,0,1
3011,3011T01,3011010C,27.22,20.6,47.8,33.34,0.15,0,0,0,0,0,0,0,0,5.99,0,1
0891,0891T01,0891018C,28,18.03,33.09,22.77,-0.85,0,0,1,0,0,0,0,1,,0,1
0036,0036T20,0036019C,22.76,19.86,23.51,12.02,-0.43,0,1,0,0,0,0,0,0,23.43,0,1
0005,0005T01,0005001C,33.47,32.3,44.08,51.85,-0.54,0,0,0,1,0,0,0,1,93,0,0
1269,1269T04,1269012C,35.87,20.92,51.35,45.24,-0.01,1,0,0,1,0,1,0,0,,0,0
1192,1192T02,1192011C,,,29.71168,22.03624,-0.84,1,0,0,0,0,0,0,1,,0,
1173,1173T06,1173005C,,18.19,39.98,28.63,-0.85,1,0,1,0,1,0,0,1,,0,0
2003,2003T01,2003005C,35.62,30.12,36.5,28.98,1.6,0,0,0,0,0,0,1,0,,1,0
0091,0091T01,0091002C,40.26,24.83,44.63,26.66,0.4,0,1,0,0,0,1,0,0,22.62,1,1
0853,0853T01,0853006C,37.55,35.52,46.9,51.97,1.25,1,0,0,0,0,0,1,0,0,1,
3082,3082T01,3082003C,27.61,25.24,58.31,44.93,0.76,0,0,0,0,0,0,1,0,36.43,0,1
1164,1164T01,1164002C,37.23,24.53,52.24,28.58,0.33,0,1,0,0,0,1,0,0,93,1,1
2125,2125T01,2125013C,25.7,15.92,29.32,18.44,-0.73,0,0,0,0,1,0,0,0,45.45,0,0
0270,0270T01,0270001C,33.58,35.72,36.86,42.42,-0.2,0,0,0,0,0,0,0,0,36.38,0,0
0966,0966T02,0966001C,25.04,13.51,38.27,23.62,-1.14,0,0,0,1,1,0,0,0,51.92,0,1
0805,0805T04,0805019C,24.28,18.49,34.98,24,-0.79,0,0,0,0,0,0,0,0,62.7,0,1
0950,0950T03,0950002C,32.28,28.34,36.41,43.33,-0.29,1,0,1,0,0,0,0,1,,0,0
0361,0361T01,0361017C,35.24,42.35,38.24,63.55,0.78,0,0,0,0,0,1,0,0,4.15,1,0
0944,0944T03,0944012C,47.4,36.21,50.81,47.09,0.26,1,0,0,0,0,0,0,0,0,1,0
0710,0710T03,0710009C,26.26,15.2,38.94,21.82,-0.42,1,0,1,0,0,0,0,1,,0,1
1089,1089T02,1089013C,,12.17,11.23744,26.56862,-0.94,0,0,1,0,1,0,0,1,,0,0
1256,1256T01,1256005C,34.6,28.76,44.99,23.56,-0.55,1,1,0,0,0,0,0,0,,0,0
0313,0313T01,0313006C,108.91,51.78,120.97,105.56,0.17,0,0,0,0,0,0,0,0,,0,1
0494,0494T01,0494013C,31.99,17.88,42.93,27.25,-0.02,0,0,0,0,0,0,0,0,39.64,0,1
0310,0310T02,0310018C,31.81,18.67,44.53,33.7,-0.59,1,1,0,0,0,0,0,0,,0,1
0404,0404T01,0404019C,26.74,28.18,38.63,38.93,-0.07,0,0,0,0,0,0,0,0,0,1,0
3043,3043T01,3043007C,28.66,21.57,34.18,30.1,0.17,0,0,0,0,0,1,0,0,,0,
1228,1228T02,1228009C,25.65,21.55,36.7,31.68,,0,0,0,0,,,,0,11.44,0,0
1190,1190T02,1190010C,29.49,42.52,50.33,43.32,-0.53,1,0,1,0,0,0,0,0,,0,0
0654,0654T02,0654017C,33.92,23.87,48.48,34.61,-0.59,0,0,1,0,0,0,0,0,61.73,0,1
1084,1084T05,1084011C,,12.11,48.76631,19.3,-1.1,1,0,1,0,1,0,0,1,87.42,0,0
0214,0214T01,0214017C,30.94,27.69,43.1,39.63,-0.12,0,0,0,0,0,0,0,0,36.38,0,0
